"Id","MSSubClass","LotShape","LandContour","LandSlope","BldgType","HouseStyle","OverallQual","OverallCond","LotFrontage","LotArea","GarageArea","GrLivArea","TotalBsmtSF","SalePrice","Target","Irregular_OHE","Moderately Irregular_OHE","Regular_OHE","Slightly irregular_OHE","Near Flat_OHE","Banked_OHE","Depression_OHE","Hillside_OHE","Gentle slope_OHE","Moderate Slope_OHE","Severe Slope_OHE","Ordinal_OverallQual","Ordinal_OverallCond","MeanEncoding_MSSubClass","MeanEncoding_BldgType","MeanEncoding_HouseStyle","MeanNorm_LotFrontage","MeanNorm_LotArea","MeanNorm_GarageArea","MeanNorm_GrLivArea","MeanNorm_TotalBsmtSF","MeanNorm_SalePrice","Std_LotFrontage","Std_LotArea","Std_GarageArea","Std_GrLivArea","Std_TotalBsmtSF","Std_SalePrice"
207,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Average",40,13673,349,1696,1140,143900,0,0,0,0,1,1,0,0,0,1,0,0,5,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,-0.10291081632885761,0.014752258373919552,-0.08743310083660182,0.03401211404858006,0.01351400130036098,-0.05141118718290647,-1.3644173361406338,0.3162096126283174,-0.579875255132307,0.34356430242699587,0.18821414590064717,-0.46601245614060316
208,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Below Average","Average",70.04995836802665,12493,312,1100,1100,141000,1,0,0,0,1,1,0,0,0,1,0,0,3,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,7.786769706960002e-16,0.009236822163678602,-0.11352618969414766,-0.07827123184441165,0.006967356455843795,-0.05543840562478954,1.0323893988713526e-14,0.19798812386970438,-0.7529302699228293,-0.7906359813541086,0.09703677063335578,-0.502516844783483
209,"2-STORY 1946 & NEWER","Slightly irregular","Depression","Moderate Slope","Single-family Detached","Two story","Good","Average",70.04995836802665,14364,454,2062,1157,277000,0,0,0,0,1,0,0,1,0,0,1,0,7,5,0.5117056856187291,0.48688524590163934,0.49887640449438203,7.786769706960002e-16,0.017982060425848784,-0.013385145970593353,0.10296463853991389,0.016296325359280783,0.1334242523393821,1.0323893988713526e-14,0.38543931494374256,-0.0887731861321763,1.0400698458227748,0.22696453038924602,1.2094131053653672
210,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Good",75,8250,504,1092,1092,145000,1,0,0,1,0,1,0,0,0,1,0,0,6,7,0.4906716417910448,0.48688524590163934,0.4889807162534435,0.01695219736977252,-0.010595377700772542,0.021875784917982106,-0.07977839084968671,0.005658027486940358,-0.04988362156701979,0.22475647169178412,-0.22710829714961367,0.14508494196312405,-0.8058601462370765,0.0788012955798975,-0.4521659638967522
211,"1-STORY 1945 & OLDER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Above Average",67,5604,0,864,864,98000,1,0,0,1,0,1,0,0,0,1,0,0,5,6,0.4927536231884058,0.48688524590163934,0.4889807162534435,-0.010445062904200081,-0.022963042287465384,-0.33355439843885853,-0.12273242250002582,-0.031657848126807595,-0.1151523342458144,-0.13848325581276855,-0.49220495753545285,-2.2122049892375033,-1.23974884540166,-0.4409097434436635,-1.04378881431584
212,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Average",83,10420,460,1212,1212,186000,0,0,0,1,0,1,0,0,0,1,0,0,6,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,0.04434945764374512,-0.0004525839921091005,-0.009153834263964298,-0.05717100577056086,0.025297962020491914,0.007052915025120193,0.5879961991963367,-0.009700983076570984,-0.060710210760740256,-0.5774976729925587,0.3523334213817717,0.06393056519223941
213,"2-STORY 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Good","Average",72,8640,644,1852,900,252678,1,0,0,1,0,1,0,0,0,1,0,0,7,5,0.5117056856187291,0.48688524590163934,0.49887640449438203,0.006678224767032796,-0.008772479292303076,0.12060639140599339,0.06340171465144366,-0.02576586776674213,0.09964838787611312,0.08854157387757687,-0.18803509323786868,0.7998877006299651,0.6404355176448688,-0.3588501057031012,0.9032545741335999
214,"1-STORY 1946 & NEWER ALL STYLES","Moderately Irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Average",43,13568,576,990,990,156000,0,0,1,0,0,1,0,0,0,1,0,0,5,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,-0.09263684372611788,0.014261478033177772,0.07265152539753077,-0.09899466816694368,-0.011035916866578463,-0.03460796540815296,-1.2282024383264265,0.3056899038828476,0.48184064642035657,-0.9999682484949165,-0.1537010113516956,-0.31370104145824224
215,"2-STORY 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Above Average","Good",70.04995836802665,10900,299,1392,689,161750,0,0,0,0,1,1,0,0,0,1,0,0,6,7,0.5117056856187291,0.48688524590163934,0.49887640449438203,7.786769706960002e-16,0.0017909832798533197,-0.12269403172517727,-0.02325992815187209,-0.06029941932157028,-0.026622963325108943,1.0323893988713526e-14,0.03838911404557671,-0.8137333832276074,-0.23495396312578223,-0.8398107602380633,-0.24132165018356658
216,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Above Average",72,10011,447,1236,1070,134450,1,0,0,0,1,1,0,0,0,1,0,0,5,6,0.4906716417910448,0.48688524590163934,0.4889807162534435,0.006678224767032796,-0.0023642902717604126,-0.018321676294993917,-0.05264952875473569,0.002057372822455907,-0.06453436451938752,0.08854157387757687,-0.05067775333273433,-0.12151332406551835,-0.5318251783436552,0.028653739182887224,-0.5849664122355049
217,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Good","Average",65,8450,484,1436,1436,210000,0,0,0,1,0,1,0,0,0,1,0,0,7,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,-0.01729437797269323,-0.009660558004121534,0.007771412562551922,-0.01497055362285928,0.061959173149788146,0.04038161937173872,-0.2292931876889067,-0.20707075668205213,0.05154169072500391,-0.1512210562694591,0.8629267228786035,0.3660358505126247
218,"2-STORY 1945 & OLDER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Below Average","Below Average",57,9906,210,1328,686,107000,0,0,0,1,0,1,0,0,0,1,0,0,3,3,0.4,0.48688524590163934,0.49887640449438203,-0.04469163824666583,-0.002855070612502192,-0.1854584887068416,-0.03531720019407254,-0.060790417684909066,-0.10265407011583245,-0.5925329151934593,-0.06119746207820414,-1.230000851237242,-0.356747282189525,-0.8466490633831102,-0.9304993323206956
219,"1-1/2 STORY FINISHED ALL AGES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Good","Excellent",70.04995836802665,15660,431,1954,798,311500,0,0,0,0,1,1,0,0,0,1,0,0,7,9,0.5,0.48688524590163934,0.525974025974026,7.786769706960002e-16,0.02403969206014732,-0.029605174179338063,0.08261799196870064,-0.042459812120260954,0.18133426483764623,1.0323893988713526e-14,0.5152825771735413,-0.19634792505601445,0.8345436199027089,-0.5913524126346943,1.643689453013421
220,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Townhouse End Unit","One story","Good","Average",43,3010,438,1248,1248,167240,0,0,0,1,0,1,0,0,0,1,0,0,7,5,0.5402298850574713,0.5526315789473685,0.4889807162534435,-0.09263684372611788,-0.03508765375302896,-0.0246686438549375,-0.050388790246823106,0.03118994238055738,-0.018999022205819952,-1.2282024383264265,-0.752091857399726,-0.1636077871226724,-0.5089889310192034,0.43439305912233395,-0.17221506616652846
221,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Good","Average",73,8990,675,1498,1498,204900,1,0,0,0,1,1,0,0,0,1,0,0,7,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,0.01010288230127937,-0.00713654482316381,0.14246816855691016,-0.0032900713319775924,0.07210647265878979,0.03329926969808228,0.13394653981564594,-0.152969397419636,0.9448797400490513,-0.033233778426458284,1.0042516545429052,0.30183847738204284
222,"2-STORY 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Above Average","Average",70.04995836802665,8068,390,2267,1010,200000,0,0,0,0,1,1,0,0,0,1,0,0,6,5,0.5117056856187291,0.48688524590163934,0.49887640449438203,7.786769706960002e-16,-0.01144606362472496,-0.05851913750796994,0.14158558805008722,-0.007762594444319871,0.026494659227314334,1.0323893988713526e-14,-0.24534245897509468,-0.38811159009416074,1.4301890709488259,-0.10811232371804988,0.2401586482957975
223,"2-STORY 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Above Average","Above Average",85,11475,434,1552,713,179900,1,0,0,1,0,1,0,0,0,1,0,0,6,6,0.5117056856187291,0.48688524590163934,0.49887640449438203,0.05119877271223827,0.004478589907724969,-0.027489518326023536,0.006883251953629039,-0.05637143241485997,-0.0014181306629786818,0.6788061310724749,0.09599704288981613,-0.18231643737029643,0.06952933453357467,-0.7851043350776885,-0.012854528160025193
224,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Below Average","Above Average",70,10500,576,864,864,97000,1,0,0,1,0,1,0,0,0,1,0,0,3,6,0.4906716417910448,0.48688524590163934,0.4889807162534435,-0.00017109030146035523,-7.865611344869712e-05,0.07265152539753077,-0.12273242250002582,-0.031657848126807595,-0.11654103026025683,-0.0022683579985612887,-0.0016859668895463679,0.48184064642035657,-1.23974884540166,-0.4409097434436635,-1.056376534537523
225,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Very Excellent","Average",103,13472,968,2392,2392,386250,1,0,0,1,0,1,0,0,0,1,0,0,10,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,0.11284260832867662,0.013812764578785289,0.34909722356396233,0.16513494750750998,0.21842398493374887,0.28513929191721854,1.4960955179577184,0.2960718844584181,2.315288370687511,1.6680666472451984,3.042065991766868,2.5846215395842043
226,"2-STORY PUD - 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Townhouse Inside Unit","Two story","Average","Average",21,1680,280,1302,630,112000,1,0,0,1,0,1,0,0,0,1,0,0,5,5,0.5555555555555556,0.5116279069767442,0.49887640449438203,-0.16797930947954254,-0.04130420473575817,-0.13609318546283594,-0.04021546696121648,-0.06995572046723313,-0.09571059004362026,-2.227111688963946,-0.8853415015090103,-0.9025994719038215,-0.4062258180591705,-0.9742973887573182,-0.8675607312122819
227,"2-STORY 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Good","Average",82,9950,721,2520,1203,290000,0,0,0,0,1,1,0,0,0,1,0,0,7,5,0.5117056856187291,0.48688524590163934,0.49887640449438203,0.040924800109498546,-0.0026494102792389705,0.1749082249743996,0.18924949159191087,0.023824966930475547,0.1514773005271338,0.5425912332582676,-0.0567892031753406,1.1600292178967275,1.911653285372684,0.33181851194663115,1.3730534682472424
228,"2-STORY PUD - 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Townhouse Inside Unit","Two story","Above Average","Above Average",21,1869,280,987,483,106000,1,0,0,1,0,1,0,0,0,1,0,0,6,6,0.5555555555555556,0.5116279069767442,0.49887640449438203,-0.16797930947954254,-0.04042080012242297,-0.13609318546283594,-0.09955985279392182,-0.09401464027083378,-0.1040427661302749,-2.227111688963946,-0.8664060257671646,-0.9025994719038215,-1.0056773103260295,-1.309374242864614,-0.9430870525423783
229,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Average",70,8521,336,912,912,125000,0,0,0,1,0,1,0,0,0,1,0,0,5,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,-0.00017109030146035523,-0.009328697011810426,-0.09660094286763143,-0.11368946846837548,-0.023801874313386973,-0.07765754185586855,-0.0022683579985612887,-0.1999574298160678,-0.6406783684370851,-1.148403856103853,-0.3314968931229138,-0.7039203683304066
230,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Townhouse End Unit","One story","Good","Average",43,3182,430,1555,1373,192500,1,0,0,1,0,1,0,0,0,1,0,0,7,5,0.5402298850574713,0.5526315789473685,0.4889807162534435,-0.09263684372611788,-0.034283708813909096,-0.030310392797109575,0.007448436580607186,0.051648207519673583,0.016079439118996043,-1.2282024383264265,-0.734859572597623,-0.20102508761792046,0.07523839636468761,0.7193223568326196,0.1457507466331771
231,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Above Average",73,8760,312,1194,1194,148000,1,0,0,1,0,1,0,0,0,1,0,0,6,6,0.4906716417910448,0.48688524590163934,0.4889807162534435,0.01010288230127937,-0.00821158747431247,-0.11352618969414766,-0.06056211353242974,0.02235197184045918,-0.04571753352369247,0.13394653981564594,-0.17601256895733175,-0.7529302699228293,-0.6117520439792364,0.3113036025114906,-0.41440280323170403
232,"2-STORY 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Very Good","Average",174,15138,810,2794,1462,403000,1,0,0,0,1,1,0,0,0,1,0,0,8,5,0.5117056856187291,0.48688524590163934,0.49887640449438203,0.3559932932601835,0.02159981265188819,0.23767268195606392,0.24086968752258156,0.06621449229872432,0.30839995015912935,4.719848099560624,0.46298459655320573,1.5762966859063623,2.433080932614333,0.922192016802343,2.79546585329739
233,"2-STORY PUD - 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Townhouse Inside Unit","Two story","Above Average","Average",21,1680,288,987,483,94500,1,0,0,1,0,1,0,0,0,1,0,0,6,5,0.5555555555555556,0.5116279069767442,0.49887640449438203,-0.16797930947954254,-0.04130420473575817,-0.13045143652066388,-0.09955985279392182,-0.09401464027083378,-0.12001277029636294,-2.227111688963946,-0.8853415015090103,-0.8651821714085735,-1.0056773103260295,-1.309374242864614,-1.0878458350917297
234,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Above Average",75,10650,308,894,894,128200,0,0,0,1,0,1,0,0,0,1,0,0,5,6,0.4906716417910448,0.48688524590163934,0.4889807162534435,0.01695219736977252,0.0006224586590395592,-0.11634706416523369,-0.11708057623024436,-0.026747864493419708,-0.07321371460965276,0.22475647169178412,0.013342188461124786,-0.7716389201704533,-1.1826582270905306,-0.3725267119931949,-0.6636396636210219
235,"2-STORY 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Above Average","Average",70.04995836802665,7851,440,1960,860,216500,0,0,0,1,0,1,0,0,0,1,0,0,6,5,0.5117056856187291,0.48688524590163934,0.49887640449438203,7.786769706960002e-16,-0.012460342995591303,-0.02325820661939448,0.08374836122265693,-0.032312512611259316,0.04940814346561457,1.0323893988713526e-14,-0.26708319038239897,-0.1542534619988604,0.8459617435649348,-0.45002748097039263,0.44785603195356244
236,"2-STORY PUD - 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Townhouse End Unit","Two story","Above Average","Fair",21,1680,264,987,483,89500,0,0,0,1,0,1,0,0,0,1,0,0,6,4,0.5555555555555556,0.5526315789473685,0.49887640449438203,-0.16797930947954254,-0.04130420473575817,-0.1473766833471801,-0.09955985279392182,-0.09401464027083378,-0.12695625036857514,-2.227111688963946,-0.8853415015090103,-0.9774340728943176,-1.0056773103260295,-1.309374242864614,-1.1507844362001431
237,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Good","Average",65,8773,494,1414,1414,185500,0,0,0,1,0,1,0,0,0,1,0,0,7,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,-0.01729437797269323,-0.008150824194030156,0.014823598740267013,-0.019115240887365686,0.0583585184853037,0.006358567017898974,-0.2292931876889067,-0.17471012882694026,0.09831331634406398,-0.19308750969762067,0.8127791664815933,0.05763670508139805
238,"2-STORY 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Good","Good",70.04995836802665,9453,457,1744,996,194500,1,0,0,0,1,1,0,0,0,1,0,0,7,7,0.5117056856187291,0.48688524590163934,0.49887640449438203,7.786769706960002e-16,-0.004972437225416727,-0.011269490117278826,0.043055068080230394,-0.010053920139900885,0.01885683114788092,1.0323893988713526e-14,-0.10658249123723103,-0.07474169844645827,0.43490929172480297,-0.14002440506160188,0.17092618707654256
239,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Very Good","Average",93,12030,818,1694,1694,318000,1,0,0,1,0,1,0,0,0,1,0,0,8,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,0.07859603298621087,0.007072714565931518,0.24331443089823598,0.03363532429726129,0.10418503239692399,0.19036078893152208,1.0420458585770276,0.1516012176872994,1.6137139864016103,0.3397582612062539,1.4510207933526331,1.7255096344543586
240,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Above Average","Below Average",52,8741,220,1487,735,113000,1,0,0,1,0,1,0,0,0,1,0,0,6,3,0.5,0.48688524590163934,0.525974025974026,-0.06181492591789871,-0.008300395345494316,-0.1784063025291265,-0.005362414964230795,-0.05277077775037552,-0.09432189402917782,-0.8195577448838047,-0.1779161353017501,-1.183229225618182,-0.05416700514053907,-0.7349567786806782,-0.8549730109905993
241,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Very Good","Average",75,9000,750,1566,1566,262500,1,0,0,1,0,1,0,0,0,1,0,0,8,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,0.01695219736977252,-0.007089803838331261,0.19535956488977335,0.009520780212860389,0.083235768894469,0.11328816012996674,0.22475647169178412,-0.1519675203962579,1.2956669321920018,0.09617162307876839,1.1592531924973006,1.0268911621509675
242,"1-STORY 1945 & OLDER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Excellent",40,3880,0,866,686,110500,0,0,0,1,0,1,0,0,0,1,0,0,5,9,0.4927536231884058,0.48688524590163934,0.4889807162534435,-0.10291081632885761,-0.031021188072597076,-0.33355439843885853,-0.12235563274870706,-0.060790417684909066,-0.09779363406528392,-1.3644173361406338,-0.6649285563658333,-2.2122049892375033,-1.235942804180918,-0.8466490633831102,-0.8864423115448061
